image_path,label
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3555.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2083.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_465.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1043.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3195.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3773.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2674.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_514.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2113.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_367.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3229.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_863.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3859.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3643.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_450.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1146.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2359.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2884.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1604.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2314.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2675.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2469.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3052.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_388.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3055.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1294.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2409.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1335.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3409.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2750.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3091.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2404.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3362.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2724.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1065.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2487.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3199.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2191.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1794.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3000.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1370.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2302.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_280.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2610.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1808.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2447.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2575.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_740.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3078.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_523.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1804.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3756.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1755.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2366.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1513.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1911.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_535.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2611.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_627.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1995.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2957.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3567.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3196.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3842.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3482.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3311.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2248.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2341.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1469.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2638.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2638.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1142.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3383.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_294.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3693.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3648.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_462.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2671.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2555.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3562.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_573.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_529.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3077.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1027.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1831.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_649.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2103.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1644.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_192.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2587.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_368.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_958.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2213.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2582.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_119.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3759.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2380.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_933.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3729.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2279.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1659.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3017.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1609.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3421.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_38.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3630.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1993.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2823.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2477.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3714.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1732.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3566.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3511.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_538.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3003.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3479.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1334.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1907.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3395.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1007.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_590.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_898.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_353.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_159.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3754.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1888.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_78.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1852.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1709.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_126.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2100.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2891.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_635.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1513.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3457.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3650.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1043.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_134.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3972.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_295.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2543.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3498.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1233.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3055.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_615.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2158.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3700.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_151.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3789.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_464.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2103.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2197.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1249.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3068.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1040.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_405.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3913.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_460.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_746.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2238.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2453.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_98.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1637.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2059.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3055.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2376.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2252.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_596.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2618.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1108.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2249.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3213.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3151.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3311.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_697.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3606.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3375.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3794.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_631.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3577.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3784.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2189.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2675.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2390.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1376.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1542.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1947.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_739.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3849.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3417.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1817.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_79.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2307.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2134.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_898.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2798.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2223.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_734.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2408.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3496.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1535.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_563.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_458.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_408.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1704.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_949.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2496.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1604.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3255.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3062.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3106.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3694.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3506.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3501.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3421.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3077.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3033.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3027.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3288.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1296.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2654.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_541.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_887.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3550.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3771.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1079.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3342.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3760.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3370.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2332.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_442.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1896.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_810.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3813.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_616.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2784.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2987.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_890.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1032.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1286.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1913.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3384.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2185.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1228.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2780.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_522.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3350.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1275.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_727.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2597.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3850.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2500.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3708.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2148.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_998.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1422.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3190.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1554.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3664.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1589.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_961.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1154.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2204.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2859.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3477.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2668.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3483.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1171.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1647.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1784.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2775.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3901.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2938.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3192.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_785.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3933.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1346.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2534.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_287.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3282.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_785.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1912.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1418.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1435.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2366.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1490.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3940.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3922.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2423.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_805.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_150.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1908.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2761.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1580.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1306.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2060.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2650.jpg,Light sandstone
